Indicador,Formación bruta de capital fijo,Talento,Población,PEA,Superficie,PIB corriente,PIB constante,Unidades económicas totales,Incidencia delictiva,Percepción sobre inseguridad,Imparcialidad de los jueces,Calidad institucional de la justicia,Duración procedimientos mercantiles,Indice de eficiencia en la ejecución de sentencias,Ejecución de contratos,Número de notarios,Homicidios,Superficie anual reforestada,Fuentes de energía no contaminantes,Extensión arbolada ,Emergencias industriales,Biodiversidad (especies de fauna y flora),Areas naturales protegidas,Empresas certificadas por su responsabilidad ambiental (en cada diez mil unidades económicas),Valor de la producción agrícola,"Sobre_
explotación de acuíferos",Volumen tratado de aguas residuales (Caudal tratado),Generación de residuos sólidos,Disposición en rellenos sanitarios,Tasa de dependencia económica,Población con acceso a agua potable,Esperanza de vida,Población sin acceso a instituciones de salud,Más de 1 y hasta 2 S.M.,Más de 5 S.M.,Número de médicos por cada mil habitantes,Muertes provocadas por desnutrición,Población ocupada femenil,Ingreso promedio de la mujer,Número de diputadas en la cámara de diputados federal,Número total de diputados en la cámara de diputados federal,Analfabetismo,Eficiencia terminal en secundaria,Eficiencia terminal en preparatoria,Atracción de talento,Calidad educativa,Población económicamente activa que ha recibido capacitación,Deuda directa,Saldos totales de las obligaciones financieras de las entidades federativas,Crecimiento promedio del PIB,Deuda como porcentaje de ingresos garantizables,Plazo promedio de vencimiento de la deuda,Extensión de período gubernamental de presidentes municipales,Participación ciudadana en las elecciones,ïndice Molinar,Elasticidad Salario-PIB,Salarios promedio,Población ocupada en el sector primario,Productividad agrícola (por Ha. Cosechada),Grado promedio de escolaridad,Costo de inmuebles,Inversión ejercida en adquisición de vivienda,Activos fijos netos,Superficie agrícola (media móvil de 4 años),Hogares con televisión de paga y telefonía fija,Penetración de la telefonía movil,Hogares con acceso a internet,Total de hogares,Número de computadoras,Captación de la banca comercial,Red carretera avanzada,Accidentes por malas condiciones del camino,Carga portuaria (aérea y marítima),Operaciones atendidas en los aeropuertos,Destinos aéreos ,Unidades de transporte público,Número de créditos ejercidos,Módulos de la banca múltiple,Oficinas de banca comercial,Monto de las primas pagadas en seguro directo,Disponibilidad de aeropuertos,Índice de calidad de la transparencia,Facilidad para abrir una empresa,Agilidad del registro público,Índice de calidad de calidad de gobierno electrónico,Índice de información presupuestal,Autonomía fiscal,Inversión en bienes informáticos,Eficiencia en recaudación,Recaudación de tenencia,Índice de corrupción y buen gobierno,Personas en el mercado informal,Flujo de extranjeros,Ingresos directos por turismo( Servicios de alojamiento temporal y de preparación de alimentos y bebidas) ,Exportaciones (estimado),Importaciones (estimado),Inversión extranjera directa (neta),Correspondencia internacional enviada y recibida,"PIB sector industrial (incluye construccion, manufactura, mineria, electricidad, agua y gas)","PIB servicios (incluye comercio, restaurantes, hoteles, transporte, almacenaje, telecomunicaciones, servicios financieros, seguros, actividades inmobiliarias y de alquiler, servicios comunales, sociales y personales)",Patentes solicitadas por entidad de residencia del inventor,Empresas con ISO 9000,Investigadores,PIB en dólares
Sonora,5419.61672,0.31786,2438807.00000,1022052.00000,179516.00000,254370895.64648,202869064.91557,72819.09599,12821.00000,42.16000,3.25000,3.23000,2.85000,2.70000,0.39733,25.00000,249.00000,8146.00000,0.11041,3770222.00000,10.00000,1375.00000,10243.46000,18.00000,5406.92938,0.71656,2581.10000,803.00000,361.00000,54.43894,95.30000,74.96150,0.19523,197091.00000,156494.00000,1.80375,211.00000,365699.00000,0.96827,1.00000,13.00000,0.02965,79.60000,55.80000,0.03365,504.71000,52888.00000,18.08785,6248800.00000,0.06131,61.80000,12.70000,0.00000,53.10000,2.15916,0.44685,31.15000,94076.00000,26.13040,9.00000,,5615040.40000,169035335.89543,492099.14750,177932.00000,60.70000,66320.00000,616849.00000,25.82868,28315.40637,13.63943,0.00000,4107.82079,72252.00000,30.00000,10181.00000,29886.00000,174.06829,241.00000,1105916.00000,0.27853,75.45878,0.25825,0.29800,69.46000,52.38000,0.74882,13361063.00000,0.00000,0.00000,5.60000,211328.00000,0.00673,8032969.96063,8445915.07614,5605553.12902,335.61484,297.07114,96947024.96418,0.00000,10.00000,94.00000,212.00000,23330358.21760
Tabasco,2713.73908,0.25033,2017710.00000,741521.00000,24747.00000,305540942.23242,203867772.74228,47382.49708,5975.00000,55.88000,3.33000,3.15000,3.14000,3.22000,0.31133,12.00000,145.00000,1083.00000,0.32795,276618.00000,46.00000,896.00000,3027.07000,51.00000,98087.34386,0.03068,1207.30000,617.00000,211.00000,55.99576,76.90000,74.30540,0.23114,203392.00000,95746.00000,2.13509,142.00000,209056.00000,1.08915,1.00000,11.00000,0.04921,79.40000,63.10000,0.08329,478.56000,26564.00000,1.22496,639400.00000,0.06077,4.40000,8.00000,0.00000,62.60000,1.89543,0.46244,24.38000,150769.00000,13.97784,8.20000,,1917733.20000,90572128.87967,246984.95000,41721.00000,55.40000,17924.00000,490470.00000,14.04314,14457.13460,4.08256,0.00000,21095.00000,21098.00000,11.00000,10703.00000,14435.00000,172.14681,118.00000,620763.00000,0.40409,84.50223,0.39625,0.48200,32.89000,50.00000,0.95901,0.00000,0.00000,0.00000,11.65000,177635.00000,0.00069,4154166.60901,43960.34145,248936.98324,77.15481,289.53811,205703138.14303,0.00000,1.00000,84.00000,67.00000,12193171.44174
Tamaulipas,6163.85816,0.33066,3076329.00000,1335142.00000,80148.00000,326449503.70742,267828048.14270,84967.97682,9598.00000,56.12000,2.80000,2.94000,3.71000,3.86000,0.38633,25.00000,358.00000,2799.00000,0.00477,1584336.00000,44.00000,1505.00000,5728.37000,28.00000,28511.90028,0.36255,3444.10000,1068.00000,532.00000,52.72735,96.40000,74.81930,0.22263,263469.00000,204861.00000,1.60841,135.00000,477392.00000,0.87205,3.00000,12.00000,0.03863,83.50000,61.20000,0.07984,496.80000,73087.00000,8.04772,782900.00000,0.03011,7.70000,5.70000,0.00000,51.80000,1.52530,1.06349,31.92000,98976.00000,6.70091,8.80000,,8805974.60000,244699976.42212,1289385.02000,155619.00000,65.80000,58360.00000,786710.00000,20.22740,35056.34665,6.52221,0.00000,22338.48714,46536.00000,21.00000,18638.00000,44449.00000,47.85950,293.00000,1164295.00000,0.62385,73.78125,0.31000,0.82733,40.32000,42.86000,0.85041,0.00000,0.00000,0.00000,8.00000,275683.00000,0.02488,8351428.20089,19884344.66057,17437958.69949,526.82849,371.83013,128469791.04425,0.00000,6.00000,154.00000,85.00000,27315000.24146
Tlaxcala,1019.85066,0.23034,1089107.00000,440660.00000,3997.00000,53186570.68475,44966923.77876,45005.99501,5646.00000,29.83000,2.24000,2.36000,2.34000,3.03000,0.61233,3.00000,45.00000,1816.00000,0.15674,51709.00000,4.00000,337.00000,463.91000,10.00000,14892.23367,0.34159,744.50000,279.00000,242.00000,59.87361,98.20000,75.61890,0.28822,125624.00000,23439.00000,1.62151,109.00000,155827.00000,0.97630,1.00000,6.00000,0.06555,85.80000,65.40000,0.08942,505.80000,13035.00000,13.11255,180000.00000,0.02391,5.60000,0.00000,0.00000,63.70000,2.94604,0.54418,19.66000,70311.00000,7.07894,8.40000,,837581.40000,25644157.33380,242107.37500,29806.00000,31.50000,4969.00000,232294.00000,13.44788,5501.57862,5.68862,0.00000,0.00000,0.00000,0.00000,11784.00000,6761.00000,44.98012,47.00000,143167.00000,0.00000,67.46458,0.34450,0.36733,11.75000,47.62000,0.85136,0.00000,0.00000,18.54884,10.85000,167813.00000,0.00000,1181746.31516,540214.65046,396618.60532,9.64605,351.38400,17693905.87592,0.00000,2.00000,80.00000,48.00000,4878159.28504
Veracruz,8662.43543,0.24566,7221618.00000,2770371.00000,71856.00000,460198951.31928,371029544.66756,189232.24530,3941.00000,44.88000,2.21000,2.05000,2.74000,2.13000,0.47267,33.00000,359.00000,23735.00000,0.32795,1834339.00000,63.00000,2961.00000,2945.01000,76.00000,74377.48219,0.17083,2533.80000,1952.00000,674.00000,57.92590,76.80000,73.57080,0.25914,810329.00000,237242.00000,1.58967,683.00000,908211.00000,0.98663,9.00000,35.00000,0.07719,79.00000,65.50000,0.13667,491.12000,43468.00000,8.95509,5514300.00000,0.06078,30.10000,5.40000,0.00000,60.50000,2.97358,0.08851,20.11000,667936.00000,13.04145,7.30000,,6363603.50000,492995570.45062,1324399.78750,267689.00000,38.40000,78572.00000,1792009.00000,12.68392,44484.37907,9.77520,0.00000,64299.08100,43017.00000,15.00000,37549.00000,37994.00000,482.42066,394.00000,1565780.00000,0.69584,84.78644,0.00000,0.15000,34.60000,45.24000,0.84313,0.00000,0.00000,0.00000,10.25000,710426.00000,0.00486,9676895.94397,2806209.18215,2449396.57615,41.56414,2945.27758,169745278.31356,0.00000,6.00000,228.00000,267.00000,39249248.65835
Yucatán,2783.42869,0.24845,1850434.00000,830534.00000,39671.00000,133648009.10763,113701405.53728,67937.41193,14247.00000,33.42000,3.06000,2.77000,2.79000,3.15000,0.66633,18.00000,42.00000,4131.00000,0.32795,1395342.00000,4.00000,835.00000,4815.05000,9.00000,2536.21266,0.06021,66.50000,522.00000,305.00000,54.16776,96.00000,74.84350,0.28674,230961.00000,68794.00000,1.84173,150.00000,304997.00000,0.96674,2.00000,8.00000,0.08572,74.90000,53.40000,0.07876,487.91000,12884.00000,7.75359,743100.00000,0.05705,13.80000,5.50000,0.00000,68.50000,2.09746,0.54809,22.57000,96488.00000,2.69807,7.70000,,3332136.00000,71898209.06946,723570.77750,79317.00000,53.90000,43341.00000,413575.00000,17.16340,17127.79869,8.47510,0.00000,4030.00000,27610.00000,15.00000,6769.00000,30224.00000,222.30898,129.00000,788002.00000,0.50415,77.28973,0.27550,0.49367,42.60000,54.76000,0.89265,30657270.00000,0.00000,0.00000,7.80000,266684.00000,0.01719,3642236.08986,1315494.58722,980134.81657,28.47944,898.33838,34146998.91097,0.00000,3.00000,44.00000,215.00000,12257911.50212
Zacatecas,1361.38957,0.26694,1383311.00000,527097.00000,75416.00000,73903324.62441,60285471.19821,43630.67412,4249.00000,34.31000,3.51000,2.65000,3.02000,2.43000,0.64467,13.00000,77.00000,3319.00000,0.20438,1102950.00000,4.00000,765.00000,11.25000,4.00000,7476.10193,0.81174,342.60000,350.00000,115.00000,64.26765,94.10000,75.36180,0.24535,101492.00000,41765.00000,1.75882,131.00000,175779.00000,0.95317,3.00000,9.00000,0.04000,74.10000,56.70000,0.05346,502.09000,122007.00000,7.22528,216100.00000,0.04004,5.00000,2.40000,0.00000,53.40000,2.10277,0.77863,25.00000,148144.00000,6.58116,7.30000,,1089339.50000,46681602.48739,1099852.00750,45847.00000,30.60000,14851.00000,323701.00000,17.19044,9661.63081,4.34481,0.00000,1.49843,10381.00000,15.00000,5607.00000,19214.00000,156.61629,85.00000,179128.00000,0.13260,75.49598,0.16350,0.24067,40.89000,57.14000,0.94656,3097767.00000,0.00000,36.06353,5.60000,109005.00000,0.00101,1923972.58100,470627.43241,425332.55337,15.44153,667.34913,21249466.54855,0.00000,0.00000,27.00000,84.00000,6778255.95014
Aguascalientes,2600.13325,0.33353,1106319.00000,441644.00000,5625.00000,115882184.28042,94936499.74731,37841.84994,6720.85302,63.39398,3.12000,2.73000,3.90000,3.35000,0.19300,15.00000,44.00000,3008.00000,0.20438,65447.00000,0.00000,379.00000,976.99000,17.00000,4437.91182,1.51224,3032.70000,358.00000,358.00000,59.72750,97.20000,75.21550,0.20202,73970.00000,45121.00000,2.20642,89.00000,160513.00000,1.01354,4.00000,9.00000,0.03102,77.10000,58.60000,0.14250,516.46210,39206.00000,11.41860,2347400.00000,0.06149,57.80000,4.30000,0.00000,52.31000,1.68121,0.46898,28.21000,26961.00000,11.54485,9.00000,,2617310.80000,99597653.03981,123006.25000,50344.53421,54.90000,30988.70853,244328.72316,28.10969,13437.66790,8.16498,0.00000,0.62906,12174.00000,13.00000,7434.00000,31711.00000,136.03782,82.00000,1257390.00000,1.77778,80.17218,0.18500,0.08483,43.37000,69.05000,0.78928,5206792.00000,0.00000,23.18145,4.70000,107095.00000,0.00114,1868904.47741,6579863.83700,5614445.03400,206.35295,270.25600,46551580.81745,0.00000,3.00000,62.00000,68.00000,10604735.27833
Baja California,6414.14022,0.30917,2993422.00000,1286604.00000,71546.00000,315180277.41123,256102267.62264,64586.15025,13618.58604,74.14435,3.26000,2.77000,3.86000,4.12500,0.47267,14.00000,369.00000,76.00000,0.11041,204977.00000,11.00000,1028.00000,45854.74500,17.00000,5836.30559,0.61617,4930.80000,1241.00000,1187.00000,48.47219,92.90000,75.84990,0.19270,134714.00000,315682.00000,1.41343,80.00000,481810.00000,0.90324,3.00000,11.00000,0.03704,78.10000,53.10000,0.12286,507.85720,90358.00000,7.61883,5809900.00000,0.03801,60.80000,12.00000,0.00000,40.60000,1.96852,0.03550,35.64000,64100.00000,30.59198,9.10000,,8614900.23000,209148670.56229,203624.35500,188383.01589,78.50000,104963.03233,745887.15343,32.60722,46608.58210,12.45090,0.00000,16496.16010,79337.00000,41.00000,19497.00000,35427.00000,126.81528,304.00000,2292901.00000,0.69885,56.05446,0.52338,0.53783,45.21000,59.52000,0.83857,10628262.00000,0.00000,0.00000,8.80000,212957.00000,0.05097,10851266.97264,33773809.87700,29431371.80700,872.71462,833.42400,109956097.03722,0.00000,2.00000,178.00000,417.00000,28843117.06456
Baja California Sur,1292.09288,0.32098,537586.00000,239693.00000,73943.00000,61277639.75178,49943296.91589,20730.49920,6749.35129,38.22135,3.00500,2.32500,3.39500,3.38500,0.67667,1.00000,35.00000,493.00000,0.11041,505611.00000,1.00000,765.00000,29078.86500,3.00000,7211.93429,0.67296,837.50000,188.00000,151.00000,47.46402,86.00000,75.82220,0.21734,35264.00000,61234.00000,2.35869,32.00000,79795.00000,0.87595,0.00000,3.00000,0.03274,83.70000,50.60000,0.05640,510.41955,18228.00000,29.10610,662300.00000,0.06463,26.40000,6.80000,0.00000,52.90000,2.24989,1.03515,40.47000,23267.00000,61.56134,9.10000,,1538582.10000,37806614.50724,34790.08750,45762.69829,106.00000,30936.96985,146464.12772,31.53659,13367.29073,2.55741,0.00000,11188.34571,77671.00000,51.00000,8409.00000,6413.00000,152.60915,76.00000,424551.00000,0.67620,51.39420,0.29675,0.65500,15.56000,0.00000,0.79801,0.00000,0.00000,0.00000,7.30000,42148.00000,0.09699,9093168.79141,283667.78100,107785.30400,417.07073,209.71300,11585808.86341,0.00000,2.00000,32.00000,181.00000,5607705.37839
Campeche,2125.30030,0.29884,777506.00000,330381.00000,57727.00000,678970692.32025,320562449.30109,25040.19847,7526.46102,47.49073,2.86000,2.62500,3.99500,2.56000,0.31133,14.00000,50.00000,2820.00000,0.32795,3286346.00000,10.00000,670.00000,17121.91000,7.00000,2805.07944,0.00024,47.30000,237.00000,78.00000,53.66065,89.70000,74.91030,0.28038,77563.00000,43727.00000,2.48101,34.00000,112879.00000,1.00847,0.00000,4.00000,0.07608,74.70000,55.10000,0.06325,511.84586,18865.00000,1.66183,56400.00000,-0.02544,1.70000,1.40000,0.00000,60.20000,2.52834,0.57486,24.86000,59073.00000,6.26136,8.10000,,711013.70000,155741564.31715,186520.01000,50796.77432,63.20000,16258.46927,187967.17020,18.74143,8377.37563,1.48206,0.00000,50211.64813,62971.00000,12.00000,11377.00000,10307.00000,120.01040,57.00000,235874.00000,0.34646,71.66890,0.20738,0.14317,32.08000,57.14000,0.85160,0.00000,0.00000,0.00000,7.20000,78834.00000,0.00161,2579268.79595,234613.02500,153450.06000,13.50965,69.67400,621001408.87667,0.00000,2.00000,102.00000,57.00000,8378416.27606
Chiapas,2149.81181,0.18619,4411808.00000,1603000.00000,73681.00000,190977529.40621,147058425.28590,67769.76169,3082.38696,43.53288,3.02000,2.56500,3.70000,3.18500,0.37567,34.00000,101.00000,4993.00000,0.32795,3293196.00000,18.00000,3110.00000,10490.65000,9.00000,43083.63558,0.02627,1181.90000,1110.00000,323.00000,64.87655,75.30000,73.88500,0.28431,365103.00000,90112.00000,1.00480,467.00000,453050.00000,1.25157,4.00000,18.00000,0.11763,75.60000,55.00000,0.02353,477.60513,17698.00000,3.39558,6005400.00000,0.01280,45.60000,26.50000,0.00000,44.70000,2.13266,1.38702,31.30000,582245.00000,9.86490,6.20000,,1999086.60000,182438032.15771,1485197.51000,83575.06748,36.20000,49351.43538,985790.27300,8.10625,22663.61742,4.78477,0.00000,23.27688,22483.00000,11.00000,27809.00000,61743.00000,131.76214,163.00000,670911.00000,0.81432,83.20238,0.24325,0.16900,37.08000,54.76000,0.85196,0.00000,0.00000,12.65590,7.10000,413051.00000,0.00240,3848517.03558,80354.64600,228055.70200,14.15030,456.74600,47957448.15398,0.00000,8.00000,47.00000,120.00000,16186416.98744
Chihuahua,7969.72557,0.31353,3326882.00000,1424144.00000,247487.00000,349925166.45410,284695955.63404,21479.41027,12579.78111,63.50429,3.23000,2.58000,3.84000,2.15000,0.17167,14.00000,518.00000,2847.00000,0.11041,7591842.00000,13.00000,1585.00000,10044.97000,58.00000,4918.59199,0.47976,6309.30000,1212.00000,932.00000,53.60814,94.50000,75.60270,0.17821,244705.00000,217086.00000,1.73496,210.00000,468231.00000,0.95791,3.00000,13.00000,0.03197,77.00000,52.50000,0.05807,515.04518,250299.00000,3.62990,6623300.00000,0.04243,70.10000,6.10000,0.00000,44.20000,1.71264,0.71342,30.02000,134975.00000,15.59980,8.50000,,8871142.40000,228914786.69060,848738.23000,197893.97966,71.00000,110579.46247,893785.16247,26.72038,38409.90369,15.37377,0.00000,9.88742,61559.00000,29.00000,7747.00000,104451.00000,160.98322,308.00000,1847076.00000,0.08081,75.41679,0.35075,0.34767,39.60000,64.29000,0.78135,0.00000,0.00000,0.00000,8.70000,235089.00000,0.00997,8753252.93041,35821106.39200,30511591.94200,1712.30839,638.00500,126885762.28040,0.00000,22.00000,200.00000,145.00000,32022728.77849
Coahuila,8510.93183,0.37102,2573950.00000,1087280.00000,151445.00000,337371454.78434,270809572.78268,114024.53775,4864.30847,48.21131,3.06000,2.84000,3.57000,3.64500,0.20400,19.00000,107.00000,32925.00000,0.00477,444121.00000,5.00000,1228.00000,18126.90000,48.00000,5038.03892,0.90331,2966.00000,849.00000,609.00000,54.16622,97.50000,74.70550,0.19589,192931.00000,157603.00000,2.20284,146.00000,356580.00000,0.95562,3.00000,12.00000,0.03266,66.20000,59.90000,0.10788,521.19842,106580.00000,0.62598,486900.00000,0.03407,6.00000,7.10000,0.30000,52.60000,1.74225,1.04044,17.02000,51831.00000,14.74961,9.20000,,6613788.30000,335695177.54812,267193.63500,126100.64765,74.20000,51073.70782,609531.34432,25.75806,29358.46825,18.07109,0.00000,0.72182,25101.00000,17.00000,16821.00000,30891.00000,364.94381,262.00000,1042477.00000,0.33015,76.47307,0.28500,0.46183,35.11000,50.00000,0.81035,11270839.00000,0.00000,22.33803,8.40000,247284.00000,0.02863,5826945.02756,11912466.45400,8695676.32300,117.74373,1193.01300,164808462.83155,0.00000,17.00000,217.00000,185.00000,30815233.89670
Colima,1143.19914,0.31221,585429.00000,264195.00000,5627.00000,56869055.66083,44949119.78633,76244.44859,4312.97928,9.80494,3.49000,2.90500,3.70000,3.58000,0.19333,7.00000,43.00000,3755.00000,0.20438,242663.00000,2.00000,664.00000,6420.31000,17.00000,16288.21918,0.52699,945.50000,186.00000,95.00000,50.62948,97.50000,75.39060,0.28511,51356.00000,37400.00000,2.66642,50.00000,99855.00000,0.95160,1.00000,5.00000,0.04370,87.60000,65.80000,0.11909,511.34791,14249.00000,6.78817,901600.00000,0.03573,34.70000,8.40000,0.00000,55.10000,1.93499,0.36609,31.39000,32743.00000,22.99156,8.70000,,1712944.20000,53711329.77933,160303.62250,41458.48612,77.50000,11139.80531,152230.96215,25.72671,7404.87886,18.19085,0.00000,13304.34675,16241.00000,11.00000,2478.00000,9140.00000,254.43087,64.00000,348013.00000,3.55429,57.69911,0.43613,0.33133,44.99000,54.76000,0.88216,904168.00000,0.00000,0.00000,3.10000,47594.00000,0.00808,2273998.41278,79412.56300,51817.64100,28.63070,381.02400,14181781.86333,0.00000,3.00000,37.00000,105.00000,5204262.28205
Distrito Federal,49762.74798,0.47276,8829423.00000,4165802.00000,6611.00000,1884649771.00243,1517059078.80502,365707.05956,25672.27746,84.66340,3.10500,2.63500,3.72000,2.93500,0.60167,31.00000,848.00000,132.00000,0.15674,52719.00000,8.00000,808.00000,64.32000,214.00000,1692725.58439,1.51749,2805.80000,4698.00000,4698.00000,42.78678,97.90000,75.92200,0.25301,823074.00000,705399.00000,2.65974,431.00000,1660009.00000,0.91147,20.00000,51.00000,0.02077,75.90000,53.80000,0.03805,545.69215,104796.80645,8.31543,44079500.00000,0.03450,101.80000,29.00000,0.00000,67.10000,2.04226,1.19534,37.51000,16949.00000,49.49934,10.30000,,19109611.10000,1397238090.54944,23882.28500,638769.22958,75.90000,448669.99297,2345179.73733,40.84956,780186.07748,46.97987,0.00000,405.53852,378161.00000,120.00000,112427.00000,66731.00000,855.03338,1932.00000,25830281.00000,1.51263,91.81874,0.31600,0.73617,42.96000,61.90000,0.55524,0.00000,0.00000,46.98534,12.70000,978446.00000,0.09723,38820307.12445,65254682.65400,58270043.73900,17167.07427,19155.89500,312917125.38251,0.00000,219.00000,1366.00000,5895.00000,172470100.02402
Durango,2884.21490,0.26725,1538251.00000,581665.00000,123367.00000,128604262.02065,102733361.29509,38361.62318,4641.82635,43.11510,3.08500,2.87000,3.92500,3.44500,0.22533,11.00000,178.00000,4066.00000,0.00477,5484421.00000,9.00000,1455.00000,3517.13000,33.00000,6561.55802,0.78018,2576.50000,478.00000,374.00000,60.50064,93.70000,74.36150,0.20234,139333.00000,57297.00000,2.05948,86.00000,185130.00000,1.00285,3.00000,9.00000,0.03016,78.60000,56.00000,0.13263,506.95899,39781.00000,15.29818,2692100.00000,0.00595,62.40000,17.90000,0.00000,50.40000,1.73459,0.39725,24.62000,110879.00000,6.68868,8.30000,,1993968.00000,82591966.98412,638181.85250,53075.32022,36.60000,14586.55778,383443.15519,20.36584,12958.42451,8.68892,0.00000,0.37481,17112.00000,11.00000,14403.00000,13437.00000,357.93533,89.00000,387998.00000,0.08106,69.07723,0.46925,0.77683,27.52000,76.19000,0.90728,27559219.00000,0.00000,0.00000,6.50000,124725.00000,0.00025,1873624.30823,878039.79100,1181406.90000,224.94508,373.75200,41879813.25362,0.00000,0.00000,40.00000,60.00000,11768971.76095
Guanajuato,8547.25519,0.20853,4995325.00000,1974414.00000,30621.00000,403946806.97199,325926362.26781,154781.10285,11426.09753,34.04709,3.69500,3.27000,3.88500,3.60000,0.39733,42.00000,219.00000,5943.00000,0.20438,412810.00000,16.00000,694.00000,1184.41000,18.00000,6049.96266,1.53676,4259.50000,1653.00000,1140.00000,61.52671,93.50000,75.24300,0.24496,412781.00000,185460.00000,1.31563,467.00000,727070.00000,0.80739,7.00000,21.00000,0.07097,77.80000,56.10000,0.03826,502.37113,1194319.00000,2.75349,3174900.00000,0.02926,25.60000,10.20000,0.00000,55.10000,1.37547,1.72484,25.85000,224537.00000,13.57908,7.40000,,6834527.40000,264833123.49747,929765.76250,168582.64256,44.80000,74246.83326,1108063.60484,25.04103,69813.08081,9.23671,0.00000,1.33212,32263.00000,23.00000,17053.00000,34223.00000,519.80676,377.00000,1482570.00000,0.32657,79.66385,0.03288,0.23200,46.77000,40.48000,0.83758,0.00000,0.00000,0.00000,5.10000,539213.00000,0.00497,7976975.29003,3039082.91900,3990385.44900,260.03369,1042.85800,151525743.64493,0.00000,27.00000,159.00000,406.00000,36966415.33869
Guerrero,3065.69153,0.22988,3149703.00000,1199064.00000,63618.00000,165089586.42862,132509075.16794,113722.72191,6109.34889,69.22327,2.77000,2.53500,3.92500,2.91500,0.40800,16.00000,764.00000,4436.00000,0.32795,3551653.00000,1.00000,1785.00000,56.93000,16.00000,132007.05023,0.25898,1074.50000,865.00000,379.00000,68.21985,72.90000,73.31030,0.29434,232064.00000,67331.00000,1.42680,283.00000,471401.00000,0.83510,1.00000,13.00000,0.11600,73.90000,63.50000,0.05526,486.31634,15372.00000,5.80415,2236300.00000,0.02934,33.40000,6.30000,0.00000,60.30000,1.76729,-0.25537,21.93000,319988.00000,10.46636,6.90000,,2297016.60000,217592562.88479,833109.67500,148811.88701,40.30000,11565.77332,792103.29026,18.11150,20712.41306,5.96158,0.00000,465.55219,46206.00000,45.00000,43264.00000,23028.00000,508.78553,175.00000,567017.00000,0.31438,66.49077,0.45450,0.61017,50.77000,71.43000,0.94936,1214268.00000,0.00000,9.37810,8.00000,425725.00000,0.00000,11707523.21873,33807.98000,44689.88800,-50.71211,906.85400,33973434.78452,0.00000,0.00000,45.00000,39.00000,15107856.07085
Hidalgo,3443.01442,0.26363,2396201.00000,936478.00000,20856.00000,167338493.06473,119102881.49197,73337.92934,3133.89558,43.35670,3.03000,2.73500,3.35000,3.02000,0.27933,31.00000,74.00000,1951.00000,0.15674,403685.00000,7.00000,1246.00000,1220.32000,14.00000,30556.92598,0.52614,211.70000,624.00000,158.00000,57.94042,91.00000,74.68030,0.27548,208688.00000,85148.00000,1.67306,271.00000,321592.00000,0.97712,1.00000,10.00000,0.06275,85.70000,56.30000,0.10396,496.68928,18514.00000,44.31993,2481400.00000,0.03305,40.10000,11.20000,0.00000,45.60000,1.73985,0.62155,25.15000,207792.00000,8.49030,7.70000,,3970839.20000,143223879.68044,544059.18500,82115.02879,72.70000,17426.09157,505331.81782,11.02215,19909.05322,10.97035,0.00000,0.00000,0.00000,0.00000,14562.00000,23449.00000,298.78813,122.00000,455054.00000,0.47948,65.84077,0.43700,0.38083,34.29000,50.00000,0.83260,1802497.00000,0.00000,14.29844,7.10000,268321.00000,0.03822,1858486.08385,809846.16500,857031.78800,2.33352,607.00600,76338703.15293,0.00000,5.00000,96.00000,176.00000,15313660.43750
Jalisco,14257.71036,0.27271,6903114.00000,3044913.00000,78630.00000,684291501.11781,563086303.40631,222443.00337,10753.67398,49.66830,2.52500,2.57500,3.28500,3.41000,0.29000,9.00000,450.00000,10587.00000,0.20438,3030307.00000,11.00000,2108.00000,2082.97000,70.00000,18623.24350,0.37582,3388.50000,2654.00000,2141.00000,55.50661,92.70000,75.20990,0.25806,386537.00000,343312.00000,1.84047,605.00000,1150630.00000,0.87976,4.00000,30.00000,0.04024,74.70000,56.40000,0.07804,523.70940,131989.00000,12.35787,8480400.00000,0.04132,39.10000,13.40000,0.00000,60.90000,2.21824,0.42972,31.79000,246149.00000,15.31728,8.50000,,13642292.80000,348568288.84915,1354689.65250,303519.53356,71.80000,107847.69517,1616883.66277,15.96042,123539.51811,11.21817,0.00000,126.34043,214745.00000,96.00000,22721.00000,54907.00000,525.52399,764.00000,3642507.00000,0.38153,77.60536,0.31863,0.78650,40.34000,69.05000,0.82997,38017269.00000,0.00000,25.03621,8.80000,801223.00000,0.10638,22446055.36124,21235783.07200,28893632.72800,484.58104,3788.06400,210753171.99456,0.00000,85.00000,319.00000,683.00000,62621620.98192
